url,id,region,province,locality,zip_code,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/11132277,11132277.0,3.0,Antwerp,DEURNE,2100,APARTMENT,APARTMENT,189000.0,3.0,97.0,SEMI_EQUIPPED,,,1.0,3.0,,,UNKNOWN,3,,GOOD
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/aalst/9300/11129177,11129177.0,3.0,East Flanders,Aalst,9300,APARTMENT_GROUP,APARTMENT_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deinze/9800/11129290,11129290.0,3.0,East Flanders,Deinze,9800,APARTMENT_GROUP,APARTMENT_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/11132105,11132105.0,3.0,Antwerp,BORGERHOUT,2140,APARTMENT,APARTMENT,239000.0,2.0,106.0,INSTALLED,,,1.0,6.0,,,UNKNOWN,3,,GOOD
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/11128403,11128403.0,3.0,East Flanders,Ronse,9600,HOUSE,HOUSE,245000.0,3.0,112.0,INSTALLED,0.0,,1.0,10.0,1.0,25.0,83,2,0.0,AS_NEW
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/11128093,11128093.0,3.0,Antwerp,Berchem,2600,APARTMENT,APARTMENT,249000.0,2.0,102.0,SEMI_EQUIPPED,,-1.0,1.0,21.0,,,,,,TO_BE_DONE_UP
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/11128213,11128213.0,3.0,East Flanders,Wetteren,9230,HOUSE,HOUSE,249000.0,2.0,90.0,INSTALLED,0.0,,1.0,,,,90,2,0.0,GOOD
https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/11132255,11132255.0,3.0,Antwerp,BORGERHOUT,2140,APARTMENT,APARTMENT,264000.0,3.0,107.0,INSTALLED,,,1.0,7.0,,,UNKNOWN,4,,JUST_RENOVATED
https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11129211,11129211.0,2.0,Walloon Brabant,Wavre,1300,APARTMENT,APARTMENT,269000.0,2.0,100.0,INSTALLED,,-1.0,1.0,6.0,,,,2,,GOOD
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deinze/9800/11128365,11128365.0,3.0,East Flanders,Deinze,9800,APARTMENT_GROUP,APARTMENT_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
